Trial07
Date:,2014/06/11
Time:,10:59:01
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2580,393.120148,-12.310358,12.947265,-10.656494,-12.886352,16.212343,389.575439,565.982544,24.789652,-12.200419,564.644043,19.813354,-171.473038,125.002190,387.122162,-272.056366,85.301277,273.340698,-146.204071,35.262123,394.844208,-250.016754,0.847379,277.545563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,393.121582,-12.316254,12.949574,-10.658074,-12.880440,16.211363,389.571167,565.994385,24.794003,-12.194933,564.642090,19.819456,-172.049026,124.748466,386.217010,-272.268433,85.278809,272.336487,-147.043655,34.573456,394.305664,-250.373657,0.621560,276.432251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,393.127014,-12.318540,12.959443,-10.662506,-12.891167,16.214228,389.572266,565.997192,24.792738,-12.190140,564.641724,19.823156,-172.399185,124.462097,385.676575,-273.011475,85.124199,271.121979,-147.817871,34.407219,393.468109,-250.374405,0.655280,275.400177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,393.124176,-12.314805,12.947113,-10.659763,-12.888242,16.215593,389.577301,565.980896,24.796963,-12.187253,564.644714,19.821617,-173.155884,124.391052,384.993835,-273.353516,85.086899,270.493042,-148.385086,34.215340,392.604858,-250.753677,0.667234,274.549774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,393.119507,-12.321554,12.949019,-10.652466,-12.885736,16.213488,389.582214,565.963562,24.794552,-12.186418,564.643188,19.824049,-173.917114,124.020309,384.119110,-273.797272,84.889641,269.399750,-148.745605,34.001850,391.795776,-251.344543,0.337306,273.542297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,393.128113,-12.317318,12.955143,-10.647871,-12.880221,16.212534,389.581024,565.960754,24.796291,-12.188944,564.648010,19.816542,-174.319427,123.592758,383.504456,-274.330505,84.815521,268.722137,-149.665466,33.411793,390.725311,-252.273575,0.162719,272.585846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,393.125519,-12.327010,12.952537,-10.660615,-12.896785,16.214865,389.582916,565.960205,24.788580,-12.187418,564.644897,19.821339,-174.918991,123.386780,382.676270,-274.944000,84.585617,267.718292,-149.886826,33.022087,390.055420,-252.629639,-0.022897,271.872864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,393.126160,-12.320189,12.951331,-10.657770,-12.892303,16.215857,389.578125,565.962830,24.787464,-12.194616,564.642151,19.819740,-175.190994,123.143158,382.016205,-275.123474,84.427254,267.004089,-150.422974,32.952877,389.431091,-253.169922,-0.203457,270.649261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,393.133484,-12.322842,12.961170,-10.650070,-12.873717,16.218184,389.556152,565.970032,24.824800,-12.193770,564.648193,19.812845,-175.430832,122.612350,381.169373,-275.670410,84.332397,266.020203,-150.766693,32.635735,388.527740,-253.658310,-0.407680,269.786011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,393.131256,-12.314552,12.957603,-10.647858,-12.872083,16.220036,389.580841,565.974854,24.782782,-12.187454,564.644897,19.821283,-176.133499,122.123642,380.453003,-275.940826,83.982277,265.401398,-151.537827,31.925766,387.591949,-253.936050,-0.646157,269.119781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,393.133575,-12.315912,12.961744,-10.642961,-12.886659,16.213940,389.589417,565.985779,24.792599,-12.187164,564.644714,19.821690,-176.496353,121.759071,379.808380,-276.403137,83.641624,264.433533,-152.292191,31.786287,386.746033,-254.461639,-0.943945,268.176575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,393.130859,-12.312778,12.959021,-10.651999,-12.881839,16.217184,389.588440,565.979675,24.792423,-12.187295,564.644714,19.821545,-177.151337,121.331146,378.736877,-277.096436,83.614937,263.598083,-152.618546,31.607613,385.490784,-255.180313,-1.049083,267.327454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,393.124847,-12.315233,12.951149,-10.649339,-12.886220,16.213686,389.589417,565.973694,24.791428,-12.192650,564.646790,19.815510,-177.845551,121.287979,377.621613,-277.646484,83.316559,262.709930,-153.336899,31.504919,384.644867,-256.175751,-1.263836,265.926575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,393.130615,-12.322583,12.958554,-10.653014,-12.897033,16.216383,389.592285,565.968628,24.789974,-12.190348,564.641846,19.822882,-178.461411,121.030518,376.812683,-278.598602,83.441826,261.535339,-153.917343,30.779432,384.078033,-256.472137,-1.422009,265.217651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,393.127594,-12.313384,12.955060,-10.660572,-12.899291,16.216785,389.583099,565.968506,24.787800,-12.192638,564.646606,19.815619,-179.088104,120.721420,375.877716,-278.790619,83.227509,260.999542,-154.533371,30.492241,382.699677,-257.366119,-1.684381,264.264923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,393.128723,-12.327722,12.953508,-10.666531,-12.899237,16.221050,389.577911,565.974426,24.787313,-12.194838,564.642273,19.819437,-179.422821,120.574013,374.971313,-279.591248,82.988441,260.242096,-154.788986,30.366577,382.018311,-257.637787,-1.751306,263.730286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,393.109192,-12.311623,12.937388,-10.662576,-12.904862,16.224787,389.569397,565.968994,24.787466,-12.190292,564.641663,19.823069,-179.755112,120.107780,374.119537,-280.510834,83.036026,259.436279,-155.324448,30.187807,380.910156,-258.538544,-1.894768,262.564148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,393.119843,-12.321810,12.947831,-10.668035,-12.890726,16.208679,389.576447,565.972656,24.793530,-12.187261,564.644653,19.821611,-180.040710,119.795975,373.712494,-281.464020,82.996361,258.503662,-156.474854,29.702747,379.929077,-259.622467,-2.046698,261.865356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,393.129608,-12.318589,12.956854,-10.654365,-12.883291,16.212130,389.571655,565.976318,24.795877,-12.188935,564.648132,19.816469,-180.839081,119.533211,372.707092,-281.847107,83.059837,257.871582,-157.388748,29.368097,379.094360,-260.342682,-2.025037,261.048737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,393.122009,-12.302341,12.946709,-10.655371,-12.877759,16.212349,389.586151,565.977173,24.793732,-12.184595,564.647766,19.819790,-181.966553,119.488037,371.723816,-282.570038,82.966293,257.018005,-157.576645,29.143143,378.270660,-260.790253,-2.272260,259.901093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,393.123840,-12.304917,12.951724,-10.643841,-12.870051,16.215786,389.577942,565.973816,24.786434,-12.187165,564.644836,19.821609,-182.554901,119.522560,370.975525,-283.021698,82.992165,256.127563,-158.190414,29.206354,377.280823,-261.402161,-2.030018,259.096191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,393.121552,-12.313181,12.949302,-10.656283,-12.880421,16.216764,389.579376,565.988586,24.783960,-12.187346,564.644653,19.821541,-182.671387,119.307327,370.208740,-283.495056,83.078156,254.980072,-158.586945,29.077663,376.527802,-262.375244,-2.219987,257.946655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,393.132050,-12.320258,12.959339,-10.659112,-12.892429,16.212641,389.584167,565.985535,24.793608,-12.195495,564.643799,19.817154,-182.996017,118.962280,369.201752,-283.979034,83.147141,254.071960,-159.771179,28.756325,375.332306,-262.546936,-2.024696,256.891296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,393.128174,-12.318967,12.954474,-10.653543,-12.891595,16.211845,389.591095,565.971802,24.789143,-12.200336,564.644104,19.813408,-183.518356,118.902321,368.420074,-284.522888,83.132538,252.840240,-160.399521,28.412281,374.557953,-263.292847,-1.945608,255.607529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,393.132660,-12.327347,12.958738,-10.659122,-12.900003,16.217264,389.585632,565.960876,24.792627,-12.187680,564.644653,19.821238,-184.422607,118.723900,367.505493,-284.776642,83.263260,251.782684,-160.869034,28.394855,373.200378,-263.440094,-1.764716,254.451141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,393.124451,-12.309772,12.950406,-10.656475,-12.896663,16.213005,389.583954,565.958740,24.790819,-12.189853,564.641907,19.823313,-185.222488,118.846687,366.310150,-285.132538,83.320389,250.850113,-161.329269,28.324652,372.240021,-264.008881,-1.659137,253.459824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,393.124969,-12.323245,12.948833,-10.653466,-12.906058,16.215679,389.590057,565.958435,24.785664,-12.188010,564.654663,19.830866,-185.757462,118.696342,365.369446,-285.602386,83.501442,249.697861,-161.650253,28.304089,371.310028,-264.971405,-1.427829,252.069000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,393.122131,-12.308805,12.947248,-10.654443,-12.887908,16.212709,389.591705,565.971863,24.784033,-12.187241,564.645630,19.822096,-185.960632,118.697357,364.430481,-286.390442,83.775986,248.772964,-162.583405,28.427254,370.176605,-265.425140,-1.257779,250.969818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,393.127502,-12.315704,12.955071,-10.655946,-12.890418,16.220266,389.580597,565.981018,24.792702,-12.195495,564.643494,19.816916,-186.441467,118.787117,363.541443,-287.057251,83.868805,247.912399,-163.140701,28.441530,369.197571,-265.811035,-1.357579,250.198395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,393.119568,-12.322523,12.946132,-10.648648,-12.887227,16.215488,389.581726,565.994385,24.791008,-12.196701,564.645325,19.814295,-186.771118,118.865311,362.928711,-287.713867,83.968056,247.155380,-163.579834,28.424387,368.021576,-266.886566,-1.034714,249.279907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,393.123077,-12.312936,12.949034,-10.658091,-12.880187,16.213367,389.570099,565.989868,24.794672,-12.195721,564.643799,19.816950,-188.347260,119.276077,361.359497,-288.445618,84.329605,246.420547,-164.153564,28.168011,367.198608,-267.660248,-1.010278,248.481079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,393.111664,-12.311466,12.940629,-10.659345,-12.892230,16.215706,389.572876,565.977112,24.796316,-12.188288,564.646301,19.818941,-188.332886,119.006813,360.778137,-289.661804,84.503250,245.453613,-165.161346,28.029070,366.433319,-268.297485,-0.948448,247.664795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,393.121185,-12.309786,12.945961,-10.656215,-12.880224,16.214451,389.569763,565.977722,24.797220,-12.187182,564.644897,19.821575,-188.840714,118.871368,360.070496,-289.865936,84.550056,244.942413,-165.791534,28.126719,365.165375,-269.311035,-0.638718,246.826004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,393.117004,-12.306561,12.943853,-10.661587,-12.879954,16.214027,389.579010,565.968994,24.789036,-12.187274,564.644714,19.821581,-188.985611,118.678833,359.291382,-290.432373,84.721695,244.026505,-166.279465,28.006779,364.561310,-270.084747,-0.370515,246.096725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,393.127991,-12.309076,12.949122,-10.656277,-12.895091,16.215454,389.580902,565.959961,24.791012,-12.184505,564.647644,19.819944,-189.643219,118.939499,358.332123,-291.035583,84.653900,243.001434,-166.848907,28.116819,363.703735,-270.827942,-0.345519,244.944382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,393.131989,-12.314425,12.959631,-10.657502,-12.877595,16.213181,389.578430,565.978882,24.792912,-12.187206,564.644897,19.821535,-190.763214,119.029495,357.595917,-291.878235,84.948257,242.206635,-167.233276,28.167040,362.661133,-271.070557,-0.388374,244.312927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,393.130768,-12.306127,12.959681,-10.651228,-12.864199,16.214064,389.584381,565.982178,24.787413,-12.191825,564.645020,19.818102,-191.161041,118.943565,356.574860,-292.024048,85.220474,241.283218,-168.118668,28.201567,361.668304,-271.450104,0.050134,243.275146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,393.135315,-12.313748,12.964212,-10.655942,-12.873141,16.218981,389.583893,565.981873,24.796564,-12.200191,564.644165,19.813486,-191.242889,119.001945,355.893677,-292.111115,85.264771,240.420624,-168.578995,28.324568,361.166534,-271.879059,0.143478,242.133881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,393.127350,-12.312722,12.955230,-10.649159,-12.881772,16.213602,389.573730,565.981201,24.799200,-12.200440,564.644043,19.813318,-191.625336,118.983131,355.026459,-292.553925,85.665176,239.335373,-169.016937,28.591656,360.006866,-272.566010,0.373505,241.033707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,393.137177,-12.307936,12.964519,-10.650311,-12.887925,16.217756,389.586670,565.983215,24.788643,-12.195770,564.643738,19.816942,-192.085815,119.139977,354.359467,-293.000305,85.897392,238.310745,-169.336548,28.535320,359.198669,-272.884369,0.682146,240.160904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,393.128143,-12.315465,12.954067,-10.648922,-12.888330,16.213053,389.587708,565.978149,24.782238,-12.196434,564.645447,19.814529,-192.978653,119.157364,353.359314,-293.643799,86.470085,237.221069,-169.992676,28.564295,358.488586,-272.919464,0.754789,239.112839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,393.129700,-12.322943,12.957254,-10.652354,-12.906472,16.215401,389.586456,565.966309,24.784681,-12.193695,564.648438,19.812805,-193.376129,119.175682,352.373352,-294.015564,86.573441,236.417297,-170.738510,28.630772,357.541809,-273.667542,1.187230,238.111084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,393.121857,-12.328182,12.949648,-10.656472,-12.894845,16.203411,389.588470,565.967346,24.791937,-12.188238,564.646484,19.818859,-193.556549,119.264313,351.607880,-293.973236,86.865822,235.608398,-171.312439,28.559370,356.539124,-274.638550,1.565840,237.087677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,393.121521,-12.317719,12.945395,-10.656378,-12.887873,16.218513,389.575439,565.960571,24.799963,-12.188894,564.648071,19.816544,-193.889206,119.426712,351.007996,-294.433990,87.222786,234.584656,-172.167175,28.462669,355.793213,-274.867249,1.854393,236.161484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,393.117920,-12.317970,12.943699,-10.660365,-12.888506,16.219839,389.569794,565.962952,24.797598,-12.188202,564.646484,19.818913,-194.256378,119.486633,350.168823,-294.844574,87.594276,233.889801,-172.435547,28.469936,354.939697,-275.309967,1.994460,235.479401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,393.124237,-12.307143,12.945782,-10.651163,-12.881057,16.220179,389.577179,565.974609,24.798822,-12.190114,564.641846,19.823116,-194.754028,119.811378,349.518005,-295.427643,87.846184,232.852631,-173.468262,28.572716,353.944702,-276.234833,2.345883,234.494232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,393.123230,-12.306201,12.948298,-10.661392,-12.870782,16.214539,389.571564,565.986938,24.796263,-12.191020,564.643311,19.820648,-195.605255,120.078972,348.357025,-295.757050,88.027382,231.893341,-173.879089,28.736557,353.383453,-276.619354,2.423863,233.355865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,393.126251,-12.309694,12.954368,-10.649731,-12.860155,16.211468,389.572205,565.997192,24.796978,-12.188237,564.646362,19.818943,-195.790054,119.961143,347.701996,-296.073944,88.384804,231.097427,-174.486877,28.849707,352.464569,-276.978302,2.934284,232.466019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,393.127563,-12.316485,12.958932,-10.658790,-12.874029,16.210567,389.578705,565.996338,24.795702,-12.192623,564.646912,19.815472,-195.952072,120.171364,347.098419,-296.513245,88.953743,230.472336,-174.465805,28.817160,351.739380,-277.063446,3.209775,231.909637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,393.130524,-12.318724,12.957505,-10.654211,-12.880997,16.219074,389.579987,565.990356,24.794010,-12.193694,564.648438,19.812805,-196.096542,120.164406,346.344513,-296.957153,89.293129,229.220871,-175.142136,29.038322,350.798920,-277.611511,3.542748,230.732605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,393.129852,-12.319877,12.957042,-10.651017,-12.877844,16.219204,389.584473,565.981323,24.800785,-12.192822,564.646851,19.815306,-196.717575,120.324821,345.570587,-297.302246,89.638969,228.324814,-175.837875,29.263197,350.034149,-278.365082,3.953873,229.761978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
