Trial07
Date:,2014/06/11
Time:,10:59:01
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2529,393.133881,-12.318883,12.956888,-10.653661,-12.899975,16.224287,389.589233,565.969482,24.784233,-12.195878,564.643616,19.816916,-144.514740,145.910828,419.728973,-253.179214,99.618217,316.266998,-118.371025,57.109322,430.593597,-229.902817,15.411468,323.089844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,393.130096,-12.313293,12.955823,-10.648761,-12.884338,16.211863,389.560303,565.956238,24.821804,-12.184639,564.647644,19.819813,-144.788559,145.613892,419.335632,-253.525421,99.381676,315.656921,-119.019600,56.535305,429.645813,-230.159134,15.192572,322.687347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,393.133881,-12.320390,12.957078,-10.634758,-12.876631,16.217312,389.595245,565.960388,24.796715,-12.183398,564.646240,19.822580,-145.589432,145.118195,418.483673,-254.143845,98.880959,314.728729,-119.355179,55.955959,429.057373,-230.879196,14.909953,321.796295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,393.130463,-12.315790,12.956981,-10.640838,-12.888783,16.216805,389.599823,565.962280,24.800045,-12.179069,564.645691,19.826010,-146.773804,144.978409,417.578857,-254.491211,98.629578,314.270538,-119.819107,55.618763,428.435669,-231.167404,14.667703,320.958252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,393.134277,-12.321024,12.962366,-10.646421,-12.887265,16.214001,389.590088,565.979248,24.801580,-12.183407,564.646118,19.822657,-147.060043,144.666748,416.920288,-255.133789,98.293205,313.445313,-120.326111,55.153233,427.629425,-231.791168,14.089579,320.195740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,393.134552,-12.321309,12.962611,-10.653805,-12.888907,16.221066,389.578735,565.977661,24.796988,-12.183684,564.646057,19.822426,-147.738678,144.124100,415.980164,-255.771637,98.237495,312.565765,-120.770515,54.446079,426.845062,-232.668610,13.816754,319.347961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,393.133698,-12.316221,12.961939,-10.662776,-12.900154,16.219730,389.589264,565.977905,24.789934,-12.190043,564.641907,19.823154,-147.958069,143.607178,415.478760,-256.305573,97.745010,311.695496,-121.215675,54.073147,426.128479,-233.207779,13.515789,318.366333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,393.130005,-12.313039,12.955847,-10.654654,-12.886741,16.216415,389.587463,565.971252,24.787479,-12.190279,564.641663,19.823080,-148.177170,142.931091,414.902710,-256.722656,97.555534,311.105042,-121.470413,53.748032,425.453766,-233.431519,13.233389,317.703827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,393.132294,-12.319995,12.959393,-10.652077,-12.895694,16.214861,389.589417,565.971985,24.787758,-12.187363,564.644653,19.821526,-148.353546,142.599472,414.209229,-257.630249,97.210136,310.041901,-122.162117,53.124344,424.260132,-233.637802,12.892967,316.869080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,393.132233,-12.317358,12.959208,-10.651470,-12.891026,16.219452,389.600067,565.961243,24.788038,-12.187254,564.644836,19.821535,-149.042725,142.124847,413.525818,-257.747650,96.828621,309.453094,-123.032639,52.818516,423.488342,-234.103302,12.183811,315.709686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,393.132996,-12.319280,12.955648,-10.648859,-12.890256,16.208530,389.596283,565.958008,24.792982,-12.184513,564.639648,19.813251,-149.581772,141.418396,412.599335,-258.313538,96.632126,308.548492,-123.649231,52.553795,422.682312,-234.678345,12.209925,314.953674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,393.134399,-12.321198,12.962317,-10.652348,-12.895778,16.219559,389.586090,565.969971,24.789053,-12.183605,564.645508,19.822033,-149.718277,141.065765,412.041534,-258.693024,96.300156,307.690399,-124.031464,51.937378,421.935638,-235.262054,11.820267,314.169830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,393.122864,-12.322126,12.944872,-10.654654,-12.893734,16.212481,389.586975,565.970032,24.788595,-12.189997,564.642151,19.823385,-150.208374,140.633499,411.268799,-258.753601,96.019020,307.102539,-124.737251,51.304649,421.212372,-235.798859,11.644786,313.306244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,393.121979,-12.327458,12.948709,-10.657685,-12.885805,16.220749,389.574524,565.969116,24.793695,-12.190276,564.641724,19.823109,-150.869385,140.311768,410.673798,-259.529358,95.730423,306.280060,-125.100487,51.060127,420.307281,-236.557098,11.277271,312.385590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,393.125397,-12.317373,12.950812,-10.662824,-12.888697,16.217350,389.548859,565.962891,24.830755,-12.190168,564.641785,19.823107,-151.271164,139.931808,410.186798,-259.971130,95.499313,305.715424,-125.281593,50.541405,419.678101,-236.975784,10.869300,311.910431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,393.125610,-12.322139,12.955436,-10.654503,-12.879651,16.214390,389.574310,565.970398,24.806465,-12.190159,564.641785,19.823118,-151.766632,139.622055,409.555664,-260.807861,95.224411,304.865967,-126.093788,49.879761,419.157684,-237.334518,10.616888,311.002747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,393.131256,-12.322367,12.961066,-10.648272,-12.878699,16.220819,389.587372,565.970581,24.797379,-12.184555,564.647583,19.819944,-152.821747,139.260208,408.831421,-261.192810,94.943695,304.237030,-126.504463,49.759468,418.891296,-237.818695,10.353074,310.019012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,393.129700,-12.316889,12.956772,-10.635785,-12.867964,16.213486,389.594086,565.969055,24.799023,-12.184356,564.647888,19.819948,-153.865097,139.112793,407.675232,-261.735992,94.477409,303.391083,-126.805901,49.384037,417.956940,-238.192307,10.237136,309.497803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,393.132355,-12.320024,12.959448,-10.633098,-12.882840,16.219130,389.601105,565.965942,24.791420,-12.185074,564.657776,19.829269,-153.942612,138.586670,407.519653,-261.773895,94.197578,302.605896,-127.592728,48.610901,417.281403,-238.851669,9.683974,308.411316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,393.130035,-12.314648,12.957892,-10.635680,-12.870911,16.208534,389.599579,565.965393,24.782259,-12.188067,564.647278,19.819592,-154.353592,137.905945,406.691742,-262.066681,93.785973,301.587219,-128.449966,48.325054,416.525116,-239.141464,9.380717,307.578094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,393.132080,-12.318308,12.955693,-10.644061,-12.883729,16.215149,389.599762,565.969666,24.785648,-12.195592,564.643433,19.816835,-154.803894,137.382675,406.155823,-262.360077,93.602287,300.688507,-129.038681,48.034130,415.874786,-239.029495,8.995374,306.486603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,393.129578,-12.316867,12.956532,-10.656852,-12.897672,16.213600,389.589417,565.958191,24.792181,-12.194980,564.641968,19.819426,-155.177673,136.925735,405.563873,-262.556244,93.056122,299.537903,-129.594131,47.295475,414.922119,-239.539413,8.751371,305.446991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,393.133484,-12.322894,12.961302,-10.658270,-12.887406,16.215279,389.573944,565.964844,24.800924,-12.199265,564.642456,19.816187,-155.435989,136.426636,405.176056,-263.027130,92.860130,298.525604,-130.082291,46.934448,414.193542,-239.634338,8.576726,304.579742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,393.123322,-12.328634,12.951887,-10.659311,-12.893561,16.219589,389.575745,565.972473,24.802385,-12.190446,564.641724,19.822884,-155.972992,135.882660,404.370392,-263.256409,92.484413,297.673218,-130.528168,46.690487,413.483490,-239.899490,8.172862,303.368530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,393.127106,-12.309618,12.952203,-10.653564,-12.879160,16.212822,389.568787,565.986328,24.807858,-12.189979,564.641785,19.823267,-156.434662,135.449661,403.497345,-263.631439,92.177132,296.945007,-130.903915,45.917633,412.842773,-240.426788,7.857903,302.650513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,393.122467,-12.316527,12.950565,-10.647590,-12.891386,16.215071,389.580414,565.974731,24.789988,-12.188176,564.646301,19.819035,-156.825989,135.082092,403.016083,-264.080902,92.077240,295.858124,-131.566010,45.399879,412.125763,-240.801834,7.543954,301.497467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,393.131317,-12.312833,12.958210,-10.645576,-12.882146,16.217001,389.583954,565.986511,24.792208,-12.184505,564.647766,19.819864,-157.511978,134.519440,402.333252,-264.436981,91.534386,294.915649,-131.924561,45.273827,411.395569,-241.396851,7.185828,300.547363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,393.129333,-12.313233,12.954647,-10.649858,-12.869484,16.215771,389.591705,565.970398,24.787283,-12.187182,564.644897,19.821575,-158.358963,134.224075,401.624664,-264.607880,91.480324,294.656616,-132.136932,44.655685,410.605591,-241.600067,7.018520,299.866241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,393.130859,-12.314329,12.957197,-10.653808,-12.884248,16.218292,389.585175,565.967773,24.790216,-12.200042,564.644165,19.813652,-159.122849,134.030594,400.848053,-265.119507,91.186272,293.469147,-133.035431,44.009132,409.795502,-242.022217,6.682128,298.842804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,393.128418,-12.314016,12.954864,-10.650821,-12.894933,16.217480,389.585632,565.963745,24.791235,-12.196025,564.643616,19.816753,-159.525345,133.447495,400.339630,-265.289124,90.815590,292.752350,-133.349426,43.804630,409.434326,-242.863174,6.339839,298.004242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,393.123962,-12.311274,12.950603,-10.657841,-12.889253,16.212515,389.587646,565.955872,24.795067,-12.192742,564.646729,19.815451,-160.164932,132.937790,399.684723,-265.564423,90.367462,292.104889,-134.160873,43.454803,408.672211,-243.085205,5.861336,296.989868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,393.128326,-12.316882,12.955047,-10.646826,-12.898775,16.218046,389.589447,565.966614,24.795660,-12.184566,564.647705,19.819834,-160.661911,132.589920,399.107086,-266.061676,90.070015,291.245270,-134.934204,42.778103,407.899658,-243.235764,5.594390,296.373444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,393.132446,-12.320247,12.959601,-10.644995,-12.896181,16.220076,389.595490,565.967224,24.796717,-12.187087,564.644897,19.821653,-161.108795,132.253632,398.663116,-266.321381,89.764183,290.312988,-135.630569,42.461967,407.146393,-243.740982,5.368262,295.585693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,393.127869,-12.317970,12.953396,-10.651141,-12.900060,16.222010,389.593781,565.968201,24.793503,-12.187344,564.644653,19.821543,-161.500641,131.693939,397.869965,-266.851013,89.238976,289.485046,-135.953598,42.177250,406.780426,-244.363144,4.703989,294.491760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,393.130829,-12.313841,12.957795,-10.647938,-12.877252,16.209579,389.594604,565.973877,24.790073,-12.190116,564.641846,19.823114,-161.915573,131.173889,397.163300,-267.089142,89.058411,288.468781,-136.511002,41.433159,406.329895,-244.590271,4.222063,294.029816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,393.132507,-12.317923,12.960087,-10.646615,-12.887122,16.224541,389.586884,565.975525,24.797613,-12.195589,564.643677,19.817156,-162.057343,130.599487,396.600098,-267.348511,88.623619,287.618683,-137.119858,41.035351,405.560852,-244.947220,3.913174,292.800415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,393.121979,-12.313241,12.946918,-10.660690,-12.887340,16.211460,389.572998,565.975159,24.795202,-12.195572,564.652161,19.828741,-162.710968,130.262039,396.233917,-267.592926,87.927345,286.796753,-137.501007,40.768761,404.958374,-244.993683,3.840772,291.862091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,393.125580,-12.309918,12.951032,-10.653985,-12.888276,16.210260,389.581512,565.970764,24.791468,-12.200109,564.644897,19.814163,-163.491226,129.649109,395.718048,-267.679474,87.808830,285.814667,-138.201462,40.090363,404.325134,-245.017044,3.559058,291.171112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,393.126526,-12.331690,12.953715,-10.658830,-12.881919,16.213306,389.575867,565.971558,24.787092,-12.190501,564.641418,19.822556,-164.149643,129.551437,395.070129,-267.862457,87.303352,284.680481,-138.720001,39.689201,403.859344,-245.359085,3.059331,289.827454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,393.126343,-12.318525,12.955244,-10.647163,-12.878428,16.210373,389.578857,565.976013,24.786459,-12.181566,564.650452,19.818457,-165.435333,129.352417,393.755157,-267.912598,87.269310,283.784607,-139.436264,39.419147,402.951019,-245.724518,2.959120,288.858643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,393.130249,-12.318740,12.953074,-10.649274,-12.887692,16.207319,389.578644,565.973328,24.790571,-12.184241,564.648071,19.819971,-165.550629,128.617477,393.630310,-268.315857,87.077461,282.869812,-140.098831,39.096970,402.476746,-246.161102,2.559388,287.650696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,393.129181,-12.331530,12.953269,-10.657717,-12.885272,16.207348,389.582825,565.968201,24.791702,-12.187298,564.644775,19.821543,-165.730453,128.259140,393.163818,-268.539856,86.917084,281.830780,-140.739120,38.325207,401.858673,-246.193588,2.521571,286.874786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,393.125092,-12.313639,12.946991,-10.655603,-12.880226,16.212465,389.582489,565.971252,24.796913,-12.190165,564.641785,19.823114,-166.184128,128.114395,392.597229,-268.820923,86.746315,280.935211,-141.069290,38.156021,401.024658,-246.362350,2.240849,285.742706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,393.125214,-12.313422,12.954461,-10.655144,-12.890310,16.217367,389.588745,565.964539,24.797712,-12.195604,564.635681,19.810457,-166.786346,127.611015,391.968445,-269.379578,86.784935,280.348999,-141.362778,37.924248,400.259125,-246.716431,2.297447,285.056824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,393.134247,-12.321080,12.962453,-10.653284,-12.871574,16.218740,389.581116,565.983154,24.798580,-12.190435,564.641174,19.822453,-167.216583,127.134460,391.657074,-269.541718,86.799629,279.401825,-142.023209,37.291878,399.801575,-247.241501,2.064639,284.285370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,393.128052,-12.318060,12.953533,-10.657573,-12.883389,16.218256,389.591278,565.982117,24.786657,-12.190871,564.643677,19.820900,-168.008087,126.933678,391.029907,-270.632355,86.600479,278.290924,-142.845947,36.901367,399.200745,-247.665604,2.130784,283.118378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,393.126984,-12.316818,12.953640,-10.651322,-12.887638,16.216406,389.592712,565.973145,24.783651,-12.192730,564.646790,19.815472,-169.011734,126.845276,390.381073,-270.717896,86.416237,278.037354,-143.505463,36.816315,398.518646,-247.813126,1.766645,282.318329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,393.131317,-12.311578,12.959122,-10.642827,-12.891203,16.217226,389.591949,565.974121,24.791914,-12.184675,564.647705,19.819736,-169.674957,126.259689,389.766510,-271.038696,86.013924,276.882751,-144.112213,36.578262,397.743195,-248.438660,1.718849,281.553192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,393.128784,-12.310005,12.950550,-10.644851,-12.889355,16.217255,389.597351,565.953613,24.793728,-12.187093,564.644897,19.821648,-170.202393,125.927719,389.180634,-271.405060,85.921532,276.072449,-145.173950,36.039089,396.927094,-249.110336,1.149862,280.343933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,393.127380,-12.320816,12.952692,-10.643579,-12.893044,16.210482,389.585785,565.946472,24.794191,-12.192684,564.646729,19.815525,-170.733719,125.644180,388.555267,-271.481567,85.709900,275.319153,-145.531006,35.813129,396.528198,-249.433640,1.093075,279.844574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,393.122467,-12.311713,12.947844,-10.651838,-12.894841,16.214418,389.577087,565.964233,24.785643,-12.200241,564.644226,19.813404,-170.964767,125.458145,388.069580,-271.809113,85.610100,274.089813,-145.806091,35.502762,395.814362,-249.844070,1.015976,278.269531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
