Trial09
Date:,2014/06/11
Time:,11:03:21
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2085,393.307190,-12.002768,13.813962,-10.736624,-13.319674,15.887570,389.532043,566.509949,24.224491,-12.373024,564.660339,20.190804,315.831451,114.609833,390.954834,406.123108,38.581844,286.954620,377.875214,184.455887,392.061890,464.398834,104.588196,283.950012,,,,,,,,,,,,,,,
2086,393.299438,-12.014489,13.810330,-10.728103,-13.312188,15.878200,389.525421,566.496582,24.222668,-12.366371,564.668884,20.193052,316.154266,114.697334,390.509979,406.496460,38.930119,286.183594,378.127197,184.570496,391.628723,464.506592,104.788055,283.740234,,,,,,,,,,,,,,,
2087,393.296509,-12.009772,13.813373,-10.734822,-13.325099,15.891577,389.525879,566.498901,24.220194,-12.376330,564.662598,20.188080,316.452240,114.689522,390.071167,406.975647,39.049595,285.679382,378.362427,184.622757,391.320770,465.004303,105.172310,282.967987,,,,,,,,,,,,,,,
2088,393.296173,-12.019739,13.816599,-10.735334,-13.315459,15.882258,389.534180,566.501465,24.225941,-12.378617,564.648926,20.186584,316.535187,114.680000,389.763489,407.559418,39.186478,285.252380,378.334778,184.701309,390.979370,465.057495,105.703209,282.919952,,,,,,,,,,,,,,,
2089,393.295776,-12.015265,13.817814,-10.739095,-13.304235,15.898287,389.532471,566.497620,24.222454,-12.372777,564.667114,20.197248,317.018707,114.651955,389.416382,407.930267,39.281696,285.243286,378.322388,184.726563,390.544586,465.546875,106.125626,282.550018,,,,,,,,,,,,,,,
2090,393.284302,-12.013853,13.806882,-10.745273,-13.312540,15.900414,389.526428,566.503601,24.228741,-12.380690,564.666199,20.198437,317.299438,114.636452,389.057129,408.185516,39.641800,284.559845,378.607727,184.779129,390.004089,465.735626,106.476570,282.315094,,,,,,,,,,,,,,,
2091,393.281860,-12.007993,13.815363,-10.742860,-13.311687,15.895660,389.534912,566.510742,24.233517,-12.379603,564.665283,20.194994,317.469635,114.684998,388.612946,408.691406,39.896034,284.166748,378.775665,184.822815,389.685486,466.118195,106.643440,281.526031,,,,,,,,,,,,,,,
2092,393.284790,-12.003078,13.816979,-10.738886,-13.316650,15.883025,389.532013,566.505127,24.227600,-12.375482,564.667847,20.200974,317.749817,114.656410,388.193512,409.193054,39.961018,283.789825,379.015564,184.859787,389.442291,466.085632,106.812492,281.470520,,,,,,,,,,,,,,,
2093,393.306244,-12.003635,13.821291,-10.740704,-13.320801,15.885058,389.525604,566.499329,24.216871,-12.355219,564.728455,20.224190,318.088898,114.604721,387.810425,409.554718,40.042652,283.365204,379.285950,184.932007,389.070007,466.371277,107.088280,280.989777,,,,,,,,,,,,,,,
2094,393.298004,-12.009897,13.806352,-10.743070,-13.307145,15.885728,389.525330,566.509399,24.220222,-12.374975,564.666870,20.188944,318.397522,114.562614,387.488586,409.807526,40.139011,282.768860,379.562103,185.069611,388.618744,466.616882,107.370338,280.581970,,,,,,,,,,,,,,,
2095,393.294556,-12.015821,13.817626,-10.736534,-13.320807,15.886370,389.522766,566.497437,24.220619,-12.371686,564.653625,20.191984,318.958557,114.542458,387.181396,410.090637,40.515751,282.214386,379.837433,185.197769,388.340424,467.056335,107.652115,279.812042,,,,,,,,,,,,,,,
2096,393.294495,-11.998093,13.815268,-10.738295,-13.333129,15.889079,389.521271,566.495117,24.212328,-12.376643,564.659119,20.189606,319.276917,114.382561,386.675323,410.517517,40.631371,281.772186,380.196991,185.390137,387.973663,467.340363,107.840668,279.485962,,,,,,,,,,,,,,,
2097,393.293274,-12.002470,13.814192,-10.737174,-13.325337,15.882195,389.522400,566.500183,24.226212,-12.375312,564.659363,20.189491,319.616882,114.275383,386.245758,410.876068,40.783649,281.353333,380.489044,185.538406,387.848846,467.297882,108.115555,279.105927,,,,,,,,,,,,,,,
2098,393.289124,-12.011531,13.825510,-10.747486,-13.325367,15.886770,389.524872,566.498352,24.216320,-12.374084,564.655579,20.181387,320.363922,114.238571,385.965576,411.265533,41.045898,280.860718,380.998108,185.608566,387.500458,467.553741,108.379410,278.704529,,,,,,,,,,,,,,,
2099,393.300232,-12.015392,13.813065,-10.741690,-13.328566,15.889272,389.529358,566.505066,24.227812,-12.370276,564.656921,20.186157,320.748169,114.334282,385.715057,411.591400,41.164650,280.439331,381.385559,185.719299,387.044647,468.611359,108.127632,278.048584,,,,,,,,,,,,,,,
2100,393.311676,-12.013697,13.808704,-10.738851,-13.322326,15.890595,389.531250,566.505493,24.229050,-12.371296,564.666504,20.199484,321.192383,114.486824,385.463165,412.218414,41.204250,280.011322,381.823273,185.731644,386.594360,469.199829,108.345451,277.465729,,,,,,,,,,,,,,,
2101,393.317963,-12.005363,13.825191,-10.729746,-13.315232,15.891732,389.533295,566.503906,24.231419,-12.375310,564.653748,20.200846,321.647095,114.497719,385.105072,412.679291,41.341839,279.521118,382.187134,185.757172,386.152466,469.280975,108.522224,277.072693,,,,,,,,,,,,,,,
2102,393.307373,-12.007679,13.832790,-10.737151,-13.323345,15.899195,389.535492,566.509033,24.231604,-12.355742,564.731934,20.227591,322.263245,114.406677,384.532593,413.209869,41.419403,279.014008,382.688477,185.816727,385.830933,469.782227,108.669998,276.193268,,,,,,,,,,,,,,,
2103,393.300781,-12.026260,13.818576,-10.736935,-13.310757,15.897794,389.526489,566.512573,24.224478,-12.381579,564.659790,20.191240,322.648254,114.349335,384.178345,413.667847,41.431774,278.541260,383.077850,185.878677,385.345184,470.169189,108.664940,276.207367,,,,,,,,,,,,,,,
2104,393.290009,-12.012504,13.814708,-10.744287,-13.314590,15.886640,389.524323,566.500977,24.223738,-12.378226,564.652649,20.195349,323.297913,114.376740,383.766052,414.250977,41.580601,278.040466,383.418121,185.814011,384.930176,470.852997,108.847946,275.629120,,,,,,,,,,,,,,,
2105,393.280548,-12.015208,13.811186,-10.751326,-13.311378,15.887552,389.524567,566.504700,24.231852,-12.383624,564.658386,20.195595,323.498474,114.350220,383.509766,414.826691,41.589756,277.632050,383.893555,185.808136,384.406708,470.707153,109.216667,275.347473,,,,,,,,,,,,,,,
2106,393.283051,-12.016104,13.812437,-10.744307,-13.315377,15.885738,389.517914,566.503601,24.221437,-12.382681,564.646301,20.186581,323.938324,114.349869,383.024658,415.203156,41.650200,277.061951,384.203003,185.802795,384.160950,471.601959,108.963081,274.470703,,,,,,,,,,,,,,,
2107,393.286438,-12.002257,13.814523,-10.741074,-13.314593,15.882628,389.523499,566.502197,24.215708,-12.377551,564.658813,20.182890,324.556122,114.275291,382.483917,415.607483,41.729233,276.456573,384.702332,185.788544,383.784149,471.795197,109.198723,273.903992,,,,,,,,,,,,,,,
2108,393.294128,-12.003304,13.818748,-10.740554,-13.315224,15.899180,389.524323,566.507568,24.225327,-12.355041,564.731140,20.225826,325.051422,114.092117,382.004395,416.146973,41.821671,275.767395,385.096680,185.690247,383.123749,472.182495,109.552696,273.153259,,,,,,,,,,,,,,,
2109,393.295929,-12.000667,13.822771,-10.740900,-13.308152,15.897430,389.531281,566.506897,24.230921,-12.363141,564.727234,20.224308,325.357971,113.932625,381.646149,416.528473,41.807335,274.896301,385.467133,185.587753,382.601898,472.572876,109.610367,272.524017,,,,,,,,,,,,,,,
2110,393.302368,-11.994599,13.815795,-10.736800,-13.329717,15.883224,389.525238,566.497192,24.223330,-12.366763,564.662842,20.189707,325.979919,113.626808,381.122437,417.087585,41.961594,274.159027,385.855621,185.556458,382.017639,472.901245,109.886635,271.714996,,,,,,,,,,,,,,,
2111,393.296967,-12.007041,13.815780,-10.732493,-13.316665,15.886176,389.525177,566.505737,24.224880,-12.359445,564.730347,20.229227,326.678314,113.378426,380.243866,417.360352,41.925285,273.616089,386.202667,185.499039,381.475189,473.250153,110.097122,270.932373,,,,,,,,,,,,,,,
2112,393.294952,-12.004059,13.826991,-10.737350,-13.313295,15.893270,389.530670,566.509705,24.231861,-12.365195,564.738892,20.242344,327.203766,113.108078,379.688110,417.736877,42.019772,273.001434,386.648743,185.489639,380.818359,473.235382,110.150063,270.506897,,,,,,,,,,,,,,,
2113,393.296265,-12.013618,13.828454,-10.734153,-13.310201,15.886595,389.528503,566.500854,24.226147,-12.380963,564.654175,20.200941,327.653839,112.859085,379.147675,418.369476,41.937798,272.126892,386.980591,185.258438,380.215240,473.666870,110.349693,269.694153,,,,,,,,,,,,,,,
2114,393.298431,-12.023170,13.824160,-10.741351,-13.300019,15.889038,389.528442,566.508484,24.222786,-12.378798,564.664734,20.202051,328.022797,112.843613,378.665924,419.030273,41.694672,271.423828,387.378723,185.087158,379.558777,474.746399,109.939178,268.801849,,,,,,,,,,,,,,,
2115,393.294220,-12.001647,13.822807,-10.733227,-13.310916,15.877488,389.525574,566.512573,24.222973,-12.367388,564.664429,20.189268,328.595734,112.558006,377.839142,419.634216,41.535538,270.653625,387.738403,184.983612,378.840546,474.874756,110.120743,268.285736,,,,,,,,,,,,,,,
2116,393.300385,-12.002856,13.809671,-10.741176,-13.314058,15.889243,389.532867,566.500732,24.230989,-12.358665,564.719482,20.223408,328.968689,112.445244,377.342072,420.127380,41.617191,270.040192,388.172638,184.892181,378.136414,475.266357,110.177437,267.226318,,,,,,,,,,,,,,,
2117,393.300964,-12.010680,13.821598,-10.729891,-13.317199,15.886620,389.536682,566.502563,24.226213,-12.369854,564.674438,20.207348,329.513428,112.348045,376.749329,420.629852,41.677887,269.450592,388.569611,184.672546,377.615387,475.459045,110.119469,266.762787,,,,,,,,,,,,,,,
2118,393.287018,-12.022019,13.805167,-10.735885,-13.322568,15.886696,389.524078,566.506531,24.232161,-12.384650,564.664978,20.200369,329.866699,112.040253,376.004425,421.210785,41.424400,268.374237,389.048248,184.577911,376.845276,476.074402,110.272865,265.847748,,,,,,,,,,,,,,,
2119,393.293396,-12.015412,13.812341,-10.737127,-13.315866,15.882050,389.528046,566.505127,24.222565,-12.379505,564.665771,20.193455,330.480194,111.742554,375.329590,421.500824,41.412327,267.593811,389.468384,184.242905,376.230164,476.493073,110.284943,264.989227,,,,,,,,,,,,,,,
2120,393.280945,-12.016010,13.812199,-10.744838,-13.303494,15.884958,389.519073,566.497375,24.223236,-12.375767,564.663391,20.193079,330.865265,111.421692,374.636322,421.795898,41.615128,266.593262,390.038177,184.164490,375.669495,476.742310,110.412514,264.076843,,,,,,,,,,,,,,,
2121,393.283386,-12.012787,13.811932,-10.743848,-13.321951,15.887060,389.522491,566.494629,24.214443,-12.378181,564.667542,20.205759,331.439880,111.347908,373.795929,422.088989,41.484707,265.731873,390.207275,184.170105,374.881500,477.166687,110.260117,262.852509,,,,,,,,,,,,,,,
2122,393.283051,-11.999199,13.833261,-10.742897,-13.319254,15.895459,389.524109,566.504700,24.218607,-12.370956,564.663147,20.192993,331.964752,110.891647,372.908325,422.432190,41.449146,264.682800,390.571838,183.966721,374.019623,477.292633,110.267929,262.275543,,,,,,,,,,,,,,,
2123,393.286743,-11.998232,13.812126,-10.735953,-13.316152,15.893444,389.528717,566.512146,24.223978,-12.372705,564.674438,20.199841,332.238159,110.822517,372.514679,422.682404,41.504360,263.679688,390.983124,183.693375,373.352295,477.679199,110.245155,261.020691,,,,,,,,,,,,,,,
2124,393.288239,-12.004539,13.820464,-10.742638,-13.313442,15.884827,389.529663,566.507141,24.221802,-12.372134,564.664795,20.199385,332.792297,110.542908,371.718842,423.001831,41.410473,262.810699,391.406128,183.659424,372.605835,477.526550,110.204094,260.125824,,,,,,,,,,,,,,,
2125,393.294952,-12.005294,13.826539,-10.744266,-13.306007,15.891379,389.531586,566.503296,24.223701,-12.370741,564.675842,20.196253,333.329956,110.478706,370.930786,423.490326,41.184353,261.668823,391.678253,183.532272,371.887878,477.943024,110.302002,259.019287,,,,,,,,,,,,,,,
2126,393.292938,-12.005663,13.823058,-10.741576,-13.315465,15.893881,389.524414,566.508240,24.210886,-12.379197,564.659241,20.189772,333.658508,110.410286,370.137726,423.724792,41.036087,260.778076,392.247711,183.076797,370.634613,477.934204,110.047577,258.079895,,,,,,,,,,,,,,,
2127,393.292267,-12.016139,13.819151,-10.727195,-13.312882,15.890963,389.522461,566.492310,24.224577,-12.379236,564.663025,20.203474,334.081787,110.083656,369.333862,424.075684,41.028160,259.793243,392.778320,182.655792,369.748657,478.377441,109.959984,256.869720,,,,,,,,,,,,,,,
2128,393.299164,-12.010118,13.810814,-10.734454,-13.327110,15.891184,389.523193,566.494751,24.222383,-12.377539,564.665161,20.198942,334.459045,109.628868,368.520599,424.308319,40.766228,258.833221,393.130127,182.286026,369.124115,478.755859,109.919830,256.036530,,,,,,,,,,,,,,,
2129,393.292725,-12.016988,13.799221,-10.734938,-13.321851,15.886395,389.527008,566.503052,24.223703,-12.374057,564.669495,20.199118,335.127869,109.219589,367.632202,424.613068,40.493999,257.962616,393.677612,181.959610,367.860687,479.348663,109.546890,254.768204,,,,,,,,,,,,,,,
2130,393.341064,-11.953300,13.720652,-10.730464,-13.338261,15.889277,389.530243,566.499878,24.225996,-12.373096,564.652222,20.190413,335.813232,108.770958,366.539520,425.277496,40.233269,257.038025,394.094208,181.643173,366.852356,479.984131,109.189552,253.862137,,,,,,,,,,,,,,,
2131,393.295258,-11.992010,13.814336,-10.729764,-13.322815,15.890915,389.528931,566.496399,24.232843,-12.379632,564.664673,20.199657,336.309021,108.401817,365.695892,425.812897,39.870247,255.963989,394.554047,181.516373,366.076080,480.086823,109.129471,252.974762,,,,,,,,,,,,,,,
2132,393.328979,-11.946800,13.720516,-10.734551,-13.325239,15.892601,389.528076,566.507202,24.227156,-12.379442,564.658264,20.200270,336.712769,108.222023,364.967499,426.524231,39.775768,254.940735,395.085510,181.360046,365.266479,480.479034,108.938805,251.900391,,,,,,,,,,,,,,,
2133,393.298218,-12.012639,13.838453,-10.724998,-13.323804,15.881395,389.529449,566.512939,24.226330,-12.380913,564.662354,20.202387,336.938812,108.233963,364.096832,426.895203,39.678108,254.203705,395.371124,181.130524,364.223145,480.626831,109.087173,250.984283,,,,,,,,,,,,,,,
2134,393.287537,-12.010385,13.820473,-10.738397,-13.313000,15.886949,389.521545,566.502747,24.221312,-12.382766,564.668335,20.205755,337.641449,107.801140,363.161194,427.275482,39.416859,253.193085,395.720337,181.094269,363.263367,481.556824,108.596024,249.846954,,,,,,,,,,,,,,,
2135,393.328003,-11.952754,13.717452,-10.737032,-13.310947,15.890347,389.522125,566.508179,24.223001,-12.386333,564.665894,20.203699,338.397705,107.565117,362.276001,427.949799,39.230976,252.152344,396.326691,180.897537,362.666870,481.768158,108.791229,248.787933,,,,,,,,,,,,,,,
2136,393.298401,-11.986448,13.817825,-10.740192,-13.314767,15.895301,389.524567,566.498657,24.230350,-12.372501,564.660706,20.192234,339.046539,107.364082,361.465515,428.386749,39.281742,251.084900,396.873535,180.648209,361.549713,482.379822,108.709991,247.600296,,,,,,,,,,,,,,,
2137,393.288544,-12.011326,13.815069,-10.742359,-13.311298,15.890326,389.528809,566.514160,24.231472,-12.374402,564.667175,20.194340,339.582336,107.007118,360.621094,428.761078,39.065022,249.807037,397.583771,180.435394,360.561981,482.318939,108.828125,246.412567,,,,,,,,,,,,,,,
2138,393.292847,-11.982580,13.817207,-10.736779,-13.318873,15.884325,389.529694,566.501038,24.220362,-12.375424,564.668518,20.195322,340.337891,106.744888,359.653442,429.110504,39.114937,248.650314,397.827026,180.451752,359.530945,482.626251,108.848663,245.265305,,,,,,,,,,,,,,,
2139,393.292999,-12.008498,13.821168,-10.737162,-13.313623,15.885177,389.530975,566.498779,24.217901,-12.376197,564.660095,20.196581,340.990265,106.402092,358.667114,429.447021,39.205078,247.412796,398.392456,180.283005,358.700317,483.320404,108.575272,243.418518,,,,,,,,,,,,,,,
2140,393.301239,-12.008275,13.805127,-10.732178,-13.319636,15.886951,389.531006,566.507690,24.225300,-12.372221,564.662292,20.196190,341.340240,106.517944,357.700775,429.854553,39.128975,246.281799,399.132080,180.054535,357.540466,483.201874,108.817970,242.791321,,,,,,,,,,,,,,,
2141,393.295715,-12.021987,13.811146,-10.730459,-13.311118,15.892917,389.519684,566.504883,24.220881,-12.371957,564.672668,20.207394,341.952637,106.435829,356.955597,430.230652,39.281586,245.130341,399.927734,179.934494,356.616577,483.935425,109.017006,241.019241,,,,,,,,,,,,,,,
2142,393.286804,-12.012630,13.819128,-10.738373,-13.317734,15.889181,389.522522,566.502075,24.229404,-12.386386,564.660156,20.204203,342.669128,106.221397,355.767792,430.805206,39.082077,243.758331,400.260071,179.917953,355.492218,484.412872,108.822433,240.277466,,,,,,,,,,,,,,,
2143,393.307709,-12.013980,13.822906,-10.726713,-13.320271,15.878457,389.523529,566.505310,24.222652,-12.377958,564.665588,20.206043,343.389252,106.234398,354.965607,431.419525,39.062271,242.713837,400.872925,179.784073,354.473419,484.936157,108.817467,238.951721,,,,,,,,,,,,,,,
2144,393.304657,-12.006128,13.797589,-10.725695,-13.320993,15.885303,389.535492,566.514404,24.228758,-12.374604,564.664917,20.204262,343.976135,106.185799,354.027008,431.812744,39.195168,241.674255,401.435638,179.740097,353.488129,485.086273,108.993340,237.834869,,,,,,,,,,,,,,,
2145,393.300995,-12.005294,13.807951,-10.730677,-13.308871,15.891732,389.535431,566.510742,24.231426,-12.369409,564.667480,20.210693,344.525238,106.031517,353.047577,432.639313,38.930962,240.456345,402.111908,179.637024,352.494812,485.751495,109.011909,236.838837,,,,,,,,,,,,,,,
2146,393.337433,-11.950576,13.726046,-10.726120,-13.319748,15.892199,389.534576,566.512207,24.232704,-12.373300,564.662476,20.200090,345.270935,105.688835,351.763000,433.433228,38.852638,239.570648,402.620331,179.635284,351.302063,486.745056,109.101181,235.679871,,,,,,,,,,,,,,,
2147,393.302429,-12.003327,13.814797,-10.726795,-13.313272,15.893250,389.534393,566.509216,24.232334,-12.378337,564.656677,20.191254,345.854401,105.562035,350.844910,433.905731,39.010582,238.826645,403.186462,179.553421,350.402283,487.853668,108.316406,234.572891,,,,,,,,,,,,,,,
2148,393.289398,-11.998308,13.810303,-10.727671,-13.316394,15.890819,389.529938,566.520081,24.228518,-12.369981,564.671509,20.192787,346.740265,105.540207,350.024323,434.768036,38.902267,237.530777,403.929993,179.420044,349.297729,487.927643,108.652885,233.468887,,,,,,,,,,,,,,,
2149,393.277435,-12.011907,13.811212,-10.733465,-13.323511,15.885392,389.520050,566.503235,24.221252,-12.374057,564.670471,20.193750,347.566010,105.238579,348.906982,435.630554,38.738125,236.258804,404.441254,179.399780,348.510864,488.400574,109.216866,232.703369,,,,,,,,,,,,,,,
2150,393.279419,-12.005904,13.812583,-10.744316,-13.310695,15.889305,389.522736,566.504883,24.220592,-12.379035,564.673828,20.202433,348.285522,104.933647,347.861145,436.050323,38.972424,235.480118,405.176331,179.384155,347.399994,489.021576,109.221977,231.226547,,,,,,,,,,,,,,,
2151,393.296783,-11.999302,13.817144,-10.729361,-13.306149,15.877922,389.518188,566.499634,24.220726,-12.383328,564.659424,20.193548,348.958313,105.066620,347.127075,436.614716,39.078491,234.211182,406.078064,179.196060,346.473572,489.558075,109.019348,230.048477,,,,,,,,,,,,,,,
2152,393.285461,-12.001103,13.825732,-10.740975,-13.310902,15.892235,389.520691,566.497253,24.225554,-12.375733,564.665222,20.198984,349.778503,104.869484,346.258881,437.311768,39.044800,232.922424,406.623627,179.109329,345.454407,490.513428,108.783211,229.105942,,,,,,,,,,,,,,,
2153,393.282867,-11.998691,13.814924,-10.735887,-13.310210,15.879151,389.526062,566.496094,24.230120,-12.381192,564.658997,20.194607,350.483582,104.872818,345.289825,437.665131,39.269321,232.074829,407.264008,179.044327,344.606079,490.741577,109.340744,227.846115,,,,,,,,,,,,,,,
2154,393.295685,-11.999048,13.812224,-10.738370,-13.310166,15.889254,389.521393,566.492981,24.222795,-12.376033,564.657837,20.200386,351.098511,104.884399,344.257446,438.081726,39.326351,230.775528,407.896484,179.045197,343.492462,490.796814,109.575966,226.379532,,,,,,,,,,,,,,,
2155,393.308685,-12.002140,13.814254,-10.730279,-13.316220,15.889417,389.526703,566.505981,24.231499,-12.376322,564.656250,20.199429,351.838745,104.654594,343.505280,438.918304,39.277073,229.520782,408.431976,178.948181,342.619629,491.360840,109.624245,225.154083,,,,,,,,,,,,,,,
2156,393.301361,-12.014303,13.821948,-10.730468,-13.327638,15.890510,389.523773,566.505493,24.217319,-12.378854,564.660034,20.196888,352.634247,104.761566,342.763580,439.608032,39.494320,228.550110,409.235229,178.861328,341.628082,491.715851,109.737808,224.324631,,,,,,,,,,,,,,,
2157,393.292847,-12.027075,13.814898,-10.729671,-13.312760,15.890523,389.527740,566.498779,24.217825,-12.370356,564.661987,20.199688,353.475220,104.717567,341.790192,440.027985,39.393993,227.332153,410.065521,178.732040,340.709869,492.404449,109.902466,222.910477,,,,,,,,,,,,,,,
2158,393.290588,-11.993389,13.824728,-10.729296,-13.318172,15.893941,389.528748,566.508118,24.223831,-12.381699,564.664978,20.209305,353.941406,104.519211,340.689423,440.745972,39.394104,226.280884,410.581268,178.916199,339.670441,493.291199,109.778938,221.866196,,,,,,,,,,,,,,,
2159,393.291840,-11.999760,13.815322,-10.727876,-13.318719,15.888386,389.530640,566.510498,24.225967,-12.373343,564.660645,20.193550,354.832703,104.292839,340.035950,441.532715,39.622753,225.306656,411.347839,178.796021,338.691071,494.314178,109.482025,220.905304,,,,,,,,,,,,,,,
2160,393.300049,-12.011818,13.818826,-10.734989,-13.318012,15.886674,389.534821,566.513184,24.232815,-12.365773,564.662170,20.196089,355.740082,104.226433,338.898224,442.041595,39.644924,224.348709,412.080475,178.648239,337.920044,494.604431,110.162613,219.742065,,,,,,,,,,,,,,,
2161,393.296967,-12.019962,13.824392,-10.731643,-13.321304,15.889450,389.532349,566.512817,24.230782,-12.344719,564.729919,20.224760,356.489685,104.073929,338.113861,442.963562,39.638912,223.118088,412.505829,178.814865,336.993805,494.902435,110.528358,218.769333,,,,,,,,,,,,,,,
2162,393.331451,-11.969697,13.713996,-10.730397,-13.325334,15.893660,389.526276,566.495728,24.218658,-12.313460,564.777100,20.213179,357.423431,103.836098,337.124237,443.936798,39.677109,222.331085,413.216980,178.786850,336.111938,496.048065,110.045479,217.867218,,,,,,,,,,,,,,,
2163,393.294617,-12.009548,13.818084,-10.731686,-13.309365,15.885243,389.523407,566.505005,24.225183,-12.305858,564.786682,20.195950,358.008240,103.660255,336.430969,444.426331,39.833996,221.480896,413.961395,178.651703,335.186279,496.937927,109.996803,216.857147,,,,,,,,,,,,,,,
2164,393.285339,-11.997458,13.814380,-10.733551,-13.316326,15.882177,389.514984,566.507629,24.221119,-12.296812,564.811462,20.206785,358.775482,103.502907,335.702118,445.185974,39.791721,220.542938,414.475067,178.687775,334.657074,497.407654,110.646378,215.874054,,,,,,,,,,,,,,,
2165,393.283142,-12.000069,13.806729,-10.738329,-13.316232,15.889200,389.514221,566.508972,24.221050,-12.319219,564.748962,20.174452,359.656586,103.472359,334.996399,445.913727,39.674026,219.433182,415.169708,178.785751,333.905701,497.221649,111.048225,215.029816,,,,,,,,,,,,,,,
2166,393.281067,-11.979958,13.817765,-10.743567,-13.304808,15.885707,389.649384,566.123169,23.775457,-12.330632,564.719849,20.176212,360.162567,103.441010,334.356537,446.414337,39.835579,218.683304,415.852661,178.586212,332.894775,497.918152,110.892326,214.019745,,,,,,,,,,,,,,,
2167,393.280334,-12.009550,13.822032,-10.736010,-13.311216,15.892567,389.658966,566.114990,23.760420,-12.360897,564.672913,20.180168,361.234955,103.073814,333.662079,447.244293,39.730412,217.871277,416.582581,178.375839,332.207703,498.288635,111.029213,213.004486,,,,,,,,,,,,,,,
2168,393.287170,-11.998466,13.821534,-10.742912,-13.318417,15.890927,389.527435,566.487305,24.219263,-12.400974,564.584351,20.161953,362.149933,102.828918,333.201721,447.661896,39.987572,216.777969,417.237823,178.463074,331.464966,499.485809,110.892349,211.783142,,,,,,,,,,,,,,,
2169,393.298706,-12.001402,13.806842,-10.725851,-13.319762,15.887073,389.529144,566.510986,24.233215,-12.410055,564.545044,20.149818,362.928040,102.712250,332.699280,448.139252,39.996742,215.859497,418.022797,178.451202,330.843811,498.937805,111.666527,210.981689,,,,,,,,,,,,,,,
2170,393.336334,-11.951053,13.730063,-10.721148,-13.330003,15.888868,389.529114,566.507935,24.222767,-12.413855,564.539001,20.150770,363.948669,102.603722,332.097931,448.631256,40.242458,214.977982,418.638428,178.434525,330.315918,499.929474,111.456306,209.682800,,,,,,,,,,,,,,,
2171,393.292999,-12.016510,13.808601,-10.722939,-13.326413,15.886689,389.525391,566.504883,24.228912,-12.413189,564.537659,20.151474,364.808899,102.405258,331.623810,449.046783,40.482742,213.999130,419.500702,178.386765,329.414978,500.375427,111.259880,208.688797,,,,,,,,,,,,,,,
2172,393.321991,-11.951644,13.727047,-10.726132,-13.321160,15.891588,389.527008,566.503967,24.226952,-12.415031,564.529236,20.146759,365.838593,102.284554,331.175354,449.636353,40.614117,212.825302,420.276337,178.308304,328.734283,500.746368,111.714035,207.489944,,,,,,,,,,,,,,,
2173,393.309662,-12.006083,13.806502,-10.724154,-13.333166,15.892712,389.524933,566.502197,24.222439,-12.378496,564.627991,20.178692,366.535461,102.296745,330.750671,450.138733,40.627678,212.275345,420.941406,178.255569,328.145508,500.770599,112.760544,206.759308,,,,,,,,,,,,,,,
2174,393.329651,-11.957067,13.724882,-10.724223,-13.340709,15.877716,389.524872,566.500916,24.226809,-12.521284,564.366638,20.145311,367.413147,102.307503,330.174713,450.769073,40.961983,211.400726,421.801666,178.195618,327.579987,501.693390,112.486145,205.863113,,,,,,,,,,,,,,,
2175,393.293335,-11.991815,13.813268,-10.731020,-13.320525,15.878113,389.530975,566.509216,24.227161,-12.526329,564.362732,20.159676,368.073944,102.277229,329.681671,451.598724,41.102482,210.736282,422.353180,178.252228,326.960541,502.112030,112.428749,204.946259,,,,,,,,,,,,,,,
2176,393.299194,-11.997945,13.820993,-10.720316,-13.306574,15.890307,389.529816,566.512817,24.226406,-12.512308,564.358337,20.147163,369.073395,102.254082,329.170593,452.183350,41.087929,209.981583,423.204132,178.222290,326.393890,502.879730,112.576248,203.878021,,,,,,,,,,,,,,,
2177,393.290131,-12.005488,13.821044,-10.724483,-13.315420,15.889839,389.528534,566.511414,24.226604,-12.520778,564.364319,20.143564,369.922089,102.141182,328.597687,453.169312,41.202438,208.938583,423.943298,178.291687,325.758057,503.590881,112.739334,203.181564,,,,,,,,,,,,,,,
2178,393.287720,-12.006269,13.806805,-10.720531,-13.324256,15.890961,389.522156,566.498657,24.220337,-12.520342,564.363220,20.145329,370.786469,102.147064,328.033508,454.001007,41.401024,208.474167,424.615326,178.611099,325.168091,504.002625,113.226913,202.462479,,,,,,,,,,,,,,,
2179,393.281830,-12.000026,13.820436,-10.737790,-13.319065,15.890154,389.522827,566.510071,24.225918,-12.529799,564.346436,20.135519,371.774475,102.213905,327.585754,454.686737,41.821594,207.901489,425.318268,178.812134,324.674774,504.986206,113.758667,201.977768,,,,,,,,,,,,,,,
2180,393.287048,-12.002429,13.823032,-10.734793,-13.319785,15.892330,389.524139,566.499573,24.225765,-12.523440,564.351929,20.144089,372.797272,102.142006,327.201935,455.504425,42.380608,207.076462,426.034729,178.852829,324.351563,505.252258,114.519043,201.280701,,,,,,,,,,,,,,,
