Trial02
Date:,2014/06/11
Time:,10:41:34
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64,,,*65,,,*66,,,*67,,,*68,,,*69
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2278,392.796051,-5.984002,16.496767,-10.918639,-1.559716,15.989256,396.265167,572.443115,24.430948,-5.483503,576.163818,20.314207,-311.782471,226.344009,536.549316,-423.167694,209.484543,426.284424,-267.889404,152.117310,501.711548,-382.786987,139.988754,391.146851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,392.799286,-5.969782,16.508127,-10.930619,-1.564679,15.990422,396.271210,572.445251,24.423622,-5.471898,576.159424,20.308126,-311.266296,226.759033,535.917603,-422.718842,209.860321,425.745575,-267.265930,152.640564,501.245178,-382.333008,140.518631,390.631683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,392.796783,-5.983949,16.490646,-10.926081,-1.558743,15.989432,396.272186,572.445068,24.426596,-5.487390,576.163818,20.315722,-310.568329,227.296524,535.434143,-422.027405,210.551666,425.287292,-266.870605,152.767578,500.623810,-381.695557,141.118484,390.286469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,392.799530,-5.990068,16.505457,-10.919856,-1.567561,15.984184,396.271423,572.442993,24.433336,-5.478938,576.175171,20.315790,-310.223083,228.265640,534.675537,-421.410461,211.218735,424.819489,-266.445648,152.940338,500.178345,-381.449707,141.383865,389.922272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,392.795471,-5.980266,16.503105,-10.919586,-1.563250,15.993157,396.273010,572.455444,24.436731,-5.477530,576.176697,20.315617,-309.194641,228.488907,534.150635,-420.760040,211.599930,424.421265,-265.861023,153.350250,499.776825,-381.076691,141.783157,389.322205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,392.790436,-5.980606,16.497307,-10.926466,-1.562565,15.994680,396.281647,572.450439,24.429344,-5.469715,576.169983,20.321363,-308.438080,228.577499,534.001221,-419.705658,212.241821,423.707153,-265.382111,153.702728,499.280426,-380.290741,142.703033,389.064117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,392.796936,-5.962296,16.508856,-10.986052,-1.462626,16.060770,396.277740,572.457153,24.435541,-5.482043,576.167725,20.320772,-307.420319,228.927597,533.256653,-419.002960,212.775238,422.975708,-264.767609,153.667099,498.815491,-379.798279,142.906281,388.525177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,392.793976,-5.976120,16.497597,-10.919585,-1.558277,15.994064,396.271393,572.458008,24.432604,-5.482787,576.166748,20.318230,-306.774750,229.511490,532.513855,-418.217499,213.444794,422.566681,-264.139069,153.575745,498.384827,-379.220062,143.022461,387.876373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,392.797516,-5.963918,16.510292,-10.923045,-1.566018,15.988770,396.272034,572.447937,24.425507,-5.480380,576.165039,20.314552,-306.142944,230.158203,531.577515,-417.269684,213.953445,421.634613,-263.435059,153.603851,497.659760,-378.587738,143.254684,387.403748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,392.791718,-5.978925,16.501272,-10.926881,-1.565558,15.986273,396.270142,572.442444,24.432451,-5.489758,576.165100,20.311844,-304.839478,229.948181,530.975342,-416.556366,214.274582,420.884766,-262.854797,153.966629,497.165375,-378.048737,143.776062,386.714081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,392.793610,-5.973568,16.509329,-10.925700,-1.567257,15.987485,396.264160,572.436768,24.430899,-5.478575,576.160400,20.304379,-304.122223,229.836319,530.160706,-415.441437,215.095169,420.056519,-262.262695,154.199051,496.682343,-377.328400,144.120895,385.914642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,392.797119,-5.981900,16.509745,-10.927202,-1.563790,15.996996,396.272980,572.437317,24.430557,-5.489013,576.151794,20.299515,-303.410736,230.636963,529.194763,-414.830719,215.241165,419.544952,-261.596497,154.192337,495.787872,-376.822876,144.200790,385.456604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,392.791718,-5.985040,16.516167,-10.919693,-1.568877,15.982783,396.267609,572.444702,24.430809,-5.473680,576.154236,20.306047,-302.226227,231.042206,528.819519,-414.003998,215.932983,418.914917,-260.801178,154.227936,495.174988,-376.125183,144.578171,384.925751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,392.786102,-5.981737,16.514799,-10.923822,-1.561498,15.984262,396.270447,572.448120,24.428896,-5.480004,576.164856,20.314495,-301.533630,231.171310,527.967041,-413.251648,216.339813,418.181152,-260.136902,154.450775,494.404175,-375.551880,145.095306,384.377838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,392.796967,-5.971354,16.511410,-10.922626,-1.556180,15.990039,396.263336,572.458801,24.442949,-5.488687,576.163757,20.314497,-300.076752,231.406189,527.222473,-412.633087,216.553406,417.585907,-259.495361,154.729996,493.770599,-375.032654,145.158264,383.836853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,392.793762,-5.973860,16.511913,-10.985298,-1.462804,16.061678,396.269226,572.464172,24.434505,-5.482983,576.170715,20.324560,-299.490692,232.179825,526.208984,-411.680176,216.932053,417.159302,-258.737183,154.648361,493.203735,-374.461517,145.262589,383.153961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,392.792023,-5.974030,16.506781,-10.981445,-1.465665,16.065706,396.276001,572.453918,24.431433,-5.480283,576.172546,20.324636,-298.456604,231.775955,525.503174,-410.678772,217.360825,416.227722,-258.018066,154.540894,492.301880,-374.162659,145.238159,382.772888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,392.797577,-5.973392,16.508064,-10.922078,-1.561164,15.996280,396.276672,572.447083,24.427576,-5.474938,576.160950,20.316599,-297.326569,231.891724,524.704163,-409.727417,217.444946,415.621582,-257.193787,154.548798,491.750427,-373.421783,145.248459,382.348663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,392.802307,-5.982247,16.506037,-10.924762,-1.572551,15.994047,396.272949,572.446106,24.435898,-5.480427,576.155090,20.317188,-296.168518,232.665451,523.838989,-409.030243,217.739136,414.981964,-256.511292,154.321243,491.211761,-372.611145,145.502014,382.049347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,392.789825,-5.973483,16.499962,-10.914030,-1.577740,15.987494,396.278625,572.431213,24.427273,-5.478474,576.160522,20.313337,-294.810120,232.281265,522.903870,-407.891541,218.181122,414.302795,-255.599426,154.377182,490.545929,-372.054718,145.449951,381.285126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,392.805420,-5.974151,16.507111,-10.917024,-1.571402,15.982239,396.275299,572.442993,24.427362,-5.475444,576.153809,20.305063,-293.945343,232.862228,522.054932,-406.826111,218.378830,413.765106,-255.176376,154.388672,489.676239,-371.289978,145.603226,380.953003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,392.791687,-5.977864,16.502748,-10.911394,-1.558437,15.984472,396.271088,572.457703,24.429228,-5.480680,576.164307,20.309818,-292.735016,232.882996,521.282288,-405.966949,218.710785,412.794922,-254.119431,154.130447,489.322784,-370.879242,145.553879,380.340851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,392.791534,-5.955326,16.521088,-10.921443,-1.543414,15.991344,396.275513,572.462402,24.433031,-5.484642,576.162170,20.315134,-291.362427,232.788391,520.604004,-404.938690,219.190567,412.453735,-253.381104,153.882339,488.843567,-370.103424,145.547882,379.851807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,392.779846,-5.959599,16.512440,-10.907255,-1.528942,15.991752,396.269379,572.453430,24.427742,-5.489533,576.159363,20.306890,-290.416809,232.944626,519.760437,-403.879791,219.493088,411.662231,-252.690704,153.761749,488.089325,-369.532623,145.862930,379.416443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,392.787384,-5.975218,16.503923,-10.968264,-1.408679,16.054407,396.263641,572.455261,24.433943,-5.492321,576.166016,20.308289,-289.293976,232.971756,519.323669,-402.921875,220.024811,411.022888,-252.041489,153.845535,487.544800,-368.739136,146.204712,379.056793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,392.790619,-5.975039,16.510126,-10.887193,-1.489614,16.018396,396.268707,572.445923,24.435791,-5.481108,576.153198,20.309748,-288.077393,233.336441,518.418518,-402.035797,220.360168,410.577972,-251.124374,153.432480,487.184692,-367.948212,146.289230,378.535767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,392.796204,-5.987218,16.507561,-10.884089,-1.524004,16.035370,396.265259,572.444824,24.436264,-5.484930,576.161682,20.311790,-286.999725,233.575699,517.704468,-401.069031,220.785995,409.784607,-250.529816,153.473251,486.397369,-367.640106,146.337738,377.934875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,392.793243,-5.985145,16.513317,-10.906017,-1.497558,15.950070,396.266022,572.447510,24.428684,-5.481725,576.169006,20.322350,-285.954376,233.625610,516.999512,-400.078674,221.225800,409.335114,-249.867004,153.573441,485.995575,-366.964935,146.434128,377.579224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,392.793579,-5.983939,16.503773,-10.865383,-1.427218,15.977391,396.267181,572.441040,24.431892,-5.466449,576.165649,20.317356,-284.814667,233.634705,516.215393,-399.130554,221.354294,408.827972,-248.957458,153.482346,485.456818,-366.464386,146.480423,377.362915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,392.777740,-5.915213,16.495823,-10.815681,-1.714948,16.023964,396.269226,572.442383,24.431780,-5.472670,576.167114,20.304422,-284.060455,234.389099,515.372131,-398.153564,221.577927,408.021240,-248.612610,152.994858,484.792938,-365.956055,146.385849,376.805634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,392.783661,-5.912891,16.495420,-10.798355,-1.686514,16.048199,396.274139,572.446838,24.432669,-5.476087,576.168335,20.320452,-282.567688,234.011261,514.699585,-397.396576,222.052338,407.755493,-247.314911,153.079224,484.661652,-365.043793,146.501236,376.455231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,392.781494,-5.892706,16.481998,-10.750628,-1.653459,16.146278,396.277496,572.440918,24.430651,-5.478699,576.169800,20.312408,-281.966309,234.255142,514.380432,-396.220612,222.138657,407.056915,-246.782700,152.988083,483.801178,-364.622864,146.634705,376.088013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,392.782562,-5.917684,16.495859,-10.811508,-1.610761,16.040291,396.272339,572.445557,24.431070,-5.480604,576.166931,20.310984,-280.375824,233.818161,513.477844,-395.547394,222.192749,406.486328,-246.171402,152.778168,483.403839,-364.035400,146.597504,375.742615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,392.782013,-5.914526,16.489964,-10.838111,-1.570639,16.016260,396.277893,572.467407,24.429832,-5.490851,576.164246,20.319340,-279.311279,233.924149,512.662109,-394.494476,222.556244,406.038483,-245.693436,152.537018,483.052307,-363.209137,146.775375,375.549713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,392.782379,-5.912982,16.484205,-10.853090,-1.545175,15.995372,396.275055,572.455261,24.431625,-5.469361,576.159241,20.311777,-278.943085,234.550049,511.660767,-393.539490,223.113541,405.310486,-245.213882,152.226227,482.387177,-363.016998,146.594803,374.854095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,392.776337,-5.896361,16.490311,-10.899240,-1.446035,16.066568,396.274780,572.465881,24.432888,-5.479912,576.156250,20.314501,-277.561249,234.252533,511.431305,-392.845367,223.112549,404.697327,-244.310364,152.121323,481.770142,-362.305969,146.737350,374.486328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,392.775970,-5.913723,16.486908,-10.841814,-1.497654,16.023214,396.269806,572.456848,24.428806,-5.480064,576.173706,20.326847,-276.657349,234.151016,510.943970,-391.849976,223.474594,404.316864,-243.899979,152.191376,481.590424,-361.822449,147.083817,374.047363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,392.762817,-5.915733,16.484463,-10.845409,-1.499515,16.018171,396.271759,572.440674,24.430725,-5.477626,576.166260,20.317209,-276.046692,234.733612,510.064880,-391.137848,224.136780,403.765686,-243.355499,151.918518,481.114288,-361.476837,147.343918,373.677643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
