Trial02
Date:,2014/06/11
Time:,10:41:34
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64,,,*65,,,*66,,,*67,,,*68,,,*69
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2240,392.803802,-5.979175,16.506409,-10.932008,-1.557830,15.989971,396.274536,572.450806,24.430759,-5.487089,576.171631,20.318127,-319.400452,189.894333,547.756531,-426.829895,167.181671,434.751343,-272.387543,116.154930,515.876160,-383.279999,98.564987,402.350311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,392.801117,-5.962000,16.515640,-10.986287,-1.466431,16.058098,396.276093,572.456726,24.429121,-5.490352,576.171936,20.318247,-319.471161,191.278122,547.905396,-427.041565,168.303696,434.566467,-272.548615,117.433395,515.717041,-383.422699,99.857468,402.219543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,392.798645,-5.979578,16.487291,-10.927181,-1.567460,15.991466,396.280182,572.434692,24.428461,-5.481529,576.158569,20.315655,-319.961121,192.530762,547.403320,-427.630646,169.634659,434.372650,-272.833069,118.988625,515.432800,-383.789154,100.925888,401.761993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,392.802338,-5.962993,16.512396,-10.987893,-1.472966,16.060186,396.277405,572.439758,24.431923,-5.486600,576.169861,20.320360,-319.898468,194.091293,547.302673,-427.703705,170.833267,434.342804,-272.881165,120.197182,515.191223,-384.045044,102.401413,401.809998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,392.804626,-5.985511,16.504091,-10.927060,-1.551251,15.993196,396.273773,572.443970,24.430153,-5.482954,576.161560,20.310057,-320.391357,195.279373,546.902649,-428.048065,172.139771,433.992828,-273.112305,121.396698,514.900452,-384.390747,103.445984,401.429993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,392.809662,-5.969676,16.494778,-10.919646,-1.560228,15.972919,396.273315,572.450745,24.426741,-5.482582,576.170471,20.319324,-320.777191,196.475601,546.716003,-428.094666,173.311203,433.859680,-273.249054,122.611084,514.509705,-384.600159,105.000511,401.250885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,392.799164,-5.986281,16.500900,-10.923326,-1.559959,15.977904,396.270050,572.436218,24.427341,-5.475188,576.169861,20.309681,-320.686493,197.634628,546.655823,-428.415771,174.763107,433.787903,-273.349579,123.799629,514.280396,-384.972656,106.103142,400.994293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,392.800934,-5.982573,16.497610,-10.922954,-1.564389,15.981211,396.271088,572.447021,24.434423,-5.482289,576.163330,20.311260,-320.859741,198.720978,546.376892,-428.655548,176.044861,433.777649,-273.416565,125.128380,513.945679,-385.178589,107.642410,400.799500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,392.794220,-5.976719,16.497932,-10.983109,-1.465111,16.048063,396.271545,572.442444,24.434404,-5.485925,576.165466,20.313065,-321.519348,199.977020,546.319275,-428.822632,177.351883,433.853302,-273.664917,126.586578,513.725342,-385.389130,109.178139,400.760254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,392.797516,-5.973105,16.490257,-10.988677,-1.471406,16.057568,396.268280,572.445801,24.428366,-5.490107,576.158203,20.311516,-321.025299,200.868820,546.302429,-429.449371,178.594910,434.081635,-273.839478,127.757973,513.326294,-385.742584,110.336792,400.452148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,392.797516,-5.983114,16.517403,-10.925495,-1.567936,15.988740,396.276459,572.455811,24.433895,-5.487245,576.158325,20.313229,-321.402222,201.872589,546.481567,-429.513031,180.121841,434.172363,-273.891785,129.109268,513.020142,-385.864044,112.270065,400.456909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,392.806915,-5.994901,16.512403,-10.928599,-1.556394,15.981814,396.271881,572.445801,24.433418,-5.478881,576.163513,20.319984,-321.598114,203.576996,545.728577,-429.916901,181.296829,434.030487,-274.003082,130.023804,512.687134,-386.140350,113.116234,400.122314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,392.803467,-5.992991,16.506655,-10.923579,-1.559633,15.985214,396.272308,572.455444,24.435045,-5.480340,576.170837,20.324776,-321.026825,204.784103,546.018127,-429.904297,182.720413,434.011505,-273.939758,131.282974,512.368652,-386.302734,114.572975,399.864838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,392.801941,-5.988550,16.499998,-10.922846,-1.551669,15.980128,396.273376,572.449036,24.431107,-5.471075,576.155212,20.307735,-320.618011,205.265945,545.952332,-429.914459,183.728760,433.954773,-274.026550,132.183472,512.079773,-386.784882,115.388191,399.489166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,392.803741,-5.986896,16.497025,-10.922573,-1.567650,15.988962,396.279816,572.431824,24.428328,-5.481637,576.157776,20.316763,-320.839783,206.336411,545.566956,-430.129456,185.256821,433.759186,-274.121948,133.185318,511.590179,-386.648590,116.967537,399.325409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,392.799133,-5.975592,16.497658,-10.977091,-1.465053,16.046690,396.275024,572.436157,24.432739,-5.481504,576.156433,20.310705,-320.884521,207.258896,545.355103,-430.078613,186.266174,433.614014,-274.072968,134.255432,511.275574,-386.620605,118.494987,399.131348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,392.801147,-5.965379,16.508610,-10.993447,-1.468647,16.058048,396.279114,572.437988,24.425615,-5.484315,576.161194,20.309532,-321.211121,208.953201,545.013428,-429.870056,187.335068,433.265076,-274.007904,134.935303,510.923309,-386.644196,119.531296,398.715057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,392.793579,-5.976336,16.502495,-10.930105,-1.557811,15.995587,396.278534,572.445435,24.433483,-5.485337,576.155457,20.310614,-320.908020,209.300125,544.663025,-429.952728,188.667450,432.888306,-273.962708,136.249298,510.695801,-386.499207,120.725586,398.419128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,392.799744,-5.968653,16.498695,-10.934256,-1.561630,15.987903,396.270081,572.459900,24.432423,-5.483154,576.168152,20.307859,-320.643127,209.890869,544.466919,-429.665710,189.852997,432.625031,-274.075165,137.170105,510.311737,-386.567627,121.670113,398.078217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,392.800720,-5.984322,16.503780,-10.917259,-1.562961,15.982002,396.272339,572.455017,24.431892,-5.478939,576.165710,20.299034,-320.521729,211.271698,544.208862,-429.400787,190.857864,432.310242,-273.800018,138.349808,510.136200,-386.589417,122.978249,397.744354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,392.799896,-5.985412,16.512896,-10.922083,-1.567105,15.982668,396.274536,572.449585,24.433134,-5.474183,576.168518,20.313732,-320.722931,212.527191,544.112793,-429.309479,191.809982,432.047638,-273.615906,138.825394,509.757446,-386.382721,123.842873,397.492981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,392.803925,-5.982242,16.504330,-10.984606,-1.476262,16.055622,396.272461,572.444519,24.430759,-5.482100,576.175415,20.321999,-320.210236,213.506866,543.630920,-429.304230,193.100601,431.762573,-273.508209,139.925858,509.301208,-386.325012,124.756012,397.086517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,392.799622,-5.983128,16.505056,-10.925428,-1.556328,15.995714,396.275879,572.436707,24.427723,-5.460704,576.158997,20.311708,-319.949707,213.823303,542.949585,-429.160156,194.150101,431.452454,-273.460358,140.490402,508.781708,-386.347198,125.777771,396.789215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,392.794983,-5.984446,16.507816,-10.922375,-1.567107,15.983751,396.270264,572.431702,24.426552,-5.482353,576.156311,20.311565,-319.425690,214.519943,542.841431,-428.835999,194.932877,431.042908,-273.325012,141.417145,508.398560,-386.403717,126.831612,396.439667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,392.796143,-5.989021,16.502785,-10.920442,-1.565968,15.990998,396.271271,572.440491,24.433817,-5.485841,576.158386,20.309034,-319.087708,215.691956,542.326355,-428.452789,196.141312,430.761658,-273.010468,142.377197,508.005890,-386.117645,127.877487,396.137939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,392.793762,-5.986576,16.500038,-10.917438,-1.563696,15.976786,396.271240,572.454590,24.432510,-5.478959,576.178040,20.312643,-318.709778,216.907425,541.966248,-428.207245,197.310593,430.548126,-272.925873,142.872360,507.555176,-386.098236,128.839325,395.777679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,392.799500,-5.967691,16.512175,-10.929968,-1.563979,15.985084,396.277740,572.463684,24.429356,-5.486181,576.165955,20.310562,-318.532440,217.375351,541.853943,-428.225464,198.443512,430.296906,-272.420563,144.115829,507.197571,-385.890472,130.144409,395.393799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,392.801544,-5.963990,16.509344,-10.923924,-1.562260,15.984401,396.273071,572.453125,24.433195,-5.481886,576.167419,20.317448,-317.773651,218.438965,541.462646,-427.907928,199.573517,430.109436,-272.265106,144.793213,506.697571,-385.654572,131.386871,395.266724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,392.798767,-5.979295,16.496469,-10.920560,-1.560982,15.989445,396.283081,572.451599,24.431534,-5.467369,576.160767,20.307928,-317.399811,219.022522,541.448486,-427.755402,200.479034,430.139435,-271.837921,145.689362,506.355499,-385.709900,132.148117,394.597839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,392.799591,-5.989993,16.505606,-10.981154,-1.469018,16.054071,396.271545,572.433472,24.427555,-5.477357,576.162659,20.308861,-317.116425,220.229645,540.930786,-427.264832,201.701050,429.775177,-271.553497,146.174561,505.531128,-385.603882,133.309998,394.455414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,392.798676,-5.980183,16.500275,-10.926734,-1.565705,15.992237,396.275940,572.447693,24.433056,-5.481841,576.158813,20.307278,-316.603210,221.016037,540.398132,-426.926453,202.493149,429.677490,-270.976379,147.587494,505.427856,-385.514587,134.341965,394.178162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,392.795624,-5.979122,16.502552,-10.917524,-1.561048,15.983012,396.273224,572.444336,24.427666,-5.482193,576.150879,20.308641,-316.088654,221.686951,540.210022,-426.717926,203.815674,429.457947,-270.957520,148.082123,504.855347,-385.377441,135.236862,393.809265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,392.796692,-5.970478,16.507994,-10.933237,-1.545232,15.996979,396.271576,572.448303,24.428696,-5.486807,576.159851,20.316679,-315.782623,222.422440,539.638733,-426.573669,204.568100,429.161346,-270.652557,148.565491,504.281769,-385.040863,136.123749,393.538422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,392.791565,-5.977180,16.501009,-10.932200,-1.559975,15.985950,396.272766,572.459534,24.431461,-5.489738,576.173035,20.316957,-314.844788,222.972427,539.128906,-425.988312,205.663025,428.855621,-270.121033,149.398178,504.044495,-384.692902,136.770248,393.183533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,392.794647,-5.960116,16.510611,-10.984880,-1.466395,16.055534,396.268341,572.462036,24.433619,-5.490326,576.174194,20.314924,-314.647430,223.771393,538.911560,-425.634430,206.258087,428.449066,-269.735535,149.810669,503.254028,-384.474335,137.879364,392.934174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,392.790314,-5.969906,16.505598,-10.983306,-1.469211,16.054003,396.274170,572.451050,24.431965,-5.480495,576.162354,20.310749,-314.131592,224.851746,538.467468,-425.203339,206.991699,427.872894,-269.275879,150.647003,503.051605,-384.052368,138.341034,392.514282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,392.787262,-5.977040,16.513613,-10.981194,-1.463964,16.049141,396.271118,572.444763,24.436872,-5.472465,576.161865,20.304605,-313.150360,225.414322,537.727112,-424.384521,207.724838,427.487183,-268.742096,151.209518,502.517883,-383.563934,139.002579,392.077240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,392.795654,-5.983466,16.503521,-10.981157,-1.469848,16.056154,396.268494,572.445190,24.432516,-5.480723,576.165649,20.314821,-312.791504,225.674759,537.316223,-424.020569,208.408554,426.883881,-268.306824,151.129852,501.781586,-382.995636,139.678604,391.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
